"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"negative regulation of apoptotic process (GO:0043066)","11/485",0.0442010877950677,0.376132176689415,0,0,1.85596232295114,5.78875739732818,"AVEN;BABAM2;SFPQ;OPA1;BCL2A1;PIM1;BCL2;PLAUR;XIAP;RIPK1;NAIP"
"regulation of cell junction assembly (GO:1901888)","2/27",0.0451439501110082,0.376132176689415,0,0,6.31136,19.551955854249,"SETD5;RUNX1"
"L-alpha-amino acid transmembrane transport (GO:1902475)","2/27",0.0451439501110082,0.376132176689415,0,0,6.31136,19.551955854249,"SLC3A2;SLC7A1"
"peptidyl-lysine modification (GO:0018205)","4/106",0.0451690695208601,0.376132176689415,0,0,3.10657811511701,9.62213713699564,"HDAC4;NUP210;NUP153;NUP98"
"positive regulation of Ras protein signal transduction (GO:0046579)","3/63",0.0451720757655867,0.376132176689415,0,0,3.95341365461847,12.244813925743,"GPR65;GRB2;ROBO1"
"positive regulation of viral process (GO:0048524)","3/63",0.0451720757655867,0.376132176689415,0,0,3.95341365461847,12.244813925743,"LARP1;CCNT1;RAB7A"
"regulation of extrinsic apoptotic signaling pathway (GO:2001236)","3/64",0.0469678116572526,0.376132176689415,0,0,3.88840608334979,11.8918842125087,"HTT;RIPK1;TGFBR1"
"negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)","3/64",0.0469678116572526,0.376132176689415,0,0,3.88840608334979,11.8918842125087,"OPA1;PLAUR;BCL2"
"regulation of signal transduction by p53 class mediator (GO:1901796)","5/156",0.0477906364676273,0.376132176689415,0,0,2.62715499906159,7.98898275644292,"MAPKAP1;EHMT1;MDM4;ATR;HIPK2"
"peptidyl-serine phosphorylation (GO:0018105)","5/156",0.0477906364676273,0.376132176689415,0,0,2.62715499906159,7.98898275644292,"RIPK1;TGFBR1;CSNK1G1;ATR;HIPK2"
"regulation of DNA-templated transcription, elongation (GO:0032784)","2/28",0.048221884441304,0.376132176689415,0,0,6.06830769230769,18.3987589450571,"SETD5;CCNT1"
"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","2/28",0.048221884441304,0.376132176689415,0,0,6.06830769230769,18.3987589450571,"EYA3;BCL2"
"L-amino acid transport (GO:0015807)","2/28",0.048221884441304,0.376132176689415,0,0,6.06830769230769,18.3987589450571,"SLC3A2;SLC7A1"
"ventricular septum morphogenesis (GO:0060412)","2/28",0.048221884441304,0.376132176689415,0,0,6.06830769230769,18.3987589450571,"TGFBR1;ROBO1"
"protein localization to Golgi apparatus (GO:0034067)","2/28",0.048221884441304,0.376132176689415,0,0,6.06830769230769,18.3987589450571,"GBF1;RAB6A"
"tRNA modification (GO:0006400)","3/65",0.0487983224600079,0.376132176689415,0,0,3.82549553050913,11.5532235167339,"METTL2B;WDR4;PUS7"
"regulation of protein ubiquitination (GO:0031396)","4/109",0.0491585955904085,0.376132176689415,0,0,3.0173579109063,9.09040492851738,"XIAP;COMMD1;GTPBP4;TGFBR1"
"protein phosphorylation (GO:0006468)","11/496",0.050410317895997,0.376132176689415,0,0,1.81283312657741,5.41594665645523,"TAOK3;CCNT1;PIM1;MAP3K20;ABL2;RIPK1;COQ8A;TGFBR1;ATR;HIPK2;CSNK1G1"
"regulation of intracellular signal transduction (GO:1902531)","10/437",0.0509639914909618,0.376132176689415,0,0,1.8697621305669,5.56560116611756,"INPP5B;ARHGAP20;TAOK3;MAPKAP1;EHMT1;XIAP;MDM4;FBXO9;ATR;HIPK2"
"negative regulation of mRNA catabolic process (GO:1902373)","2/29",0.0513738616093863,0.376132176689415,0,0,5.84325925925926,17.3464499878289,"LARP1;THRAP3"
"regulation of protein serine/threonine kinase activity (GO:0071900)","4/111",0.051922881602405,0.376132176689415,0,0,2.96065722037986,8.75761134869903,"RPTOR;CCNT1;HTT;GTPBP4"
"anion transmembrane transport (GO:0098656)","3/67",0.0525626450691292,0.376132176689415,0,0,3.70557228915663,10.9156880193227,"SLC25A19;SLC3A2;SLC7A1"
"regulation of gene silencing by miRNA (GO:0060964)","3/67",0.0525626450691292,0.376132176689415,0,0,3.70557228915663,10.9156880193227,"NUP210;NUP153;NUP98"
"protein deubiquitination (GO:0016579)","7/267",0.0529388236303758,0.376132176689415,0,0,2.14153846153846,6.29316412016718,"BABAM2;USP8;USP31;USP9Y;RIPK1;MDM4;TGFBR1"
"establishment of spindle orientation (GO:0051294)","2/30",0.0545975436422088,0.376132176689415,0,0,5.63428571428571,16.383186606197,"HTT;PAFAH1B1"
"termination of RNA polymerase I transcription (GO:0006363)","2/30",0.0545975436422088,0.376132176689415,0,0,5.63428571428571,16.383186606197,"TAF1D;POLR1A"
"TRIF-dependent toll-like receptor signaling pathway (GO:0035666)","2/30",0.0545975436422088,0.376132176689415,0,0,5.63428571428571,16.383186606197,"UBE2D2;RIPK1"
"peptidyl-lysine trimethylation (GO:0018023)","2/30",0.0545975436422088,0.376132176689415,0,0,5.63428571428571,16.383186606197,"SETD5;BEND3"
"cellular response to transforming growth factor beta stimulus (GO:0071560)","4/114",0.056225458094381,0.376132176689415,0,0,2.87947214076246,8.2882312424624,"SKI;USP9Y;PXN;TGFBR1"
"histone modification (GO:0016570)","4/114",0.056225458094381,0.376132176689415,0,0,2.87947214076246,8.2882312424624,"HDAC4;NSD1;EYA3;EHMT1"
"double-strand break repair (GO:0006302)","5/164",0.0568998897452415,0.376132176689415,0,0,2.49395258829221,7.1488200137569,"BABAM2;SFPQ;KDM2A;EYA3;TP53BP1"
"calcium ion transport (GO:0006816)","4/115",0.0577010964381926,0.376132176689415,0,0,2.85338564370822,8.13922292220155,"STIM1;SLC3A2;KCNN4;MCOLN2"
"cellular nitrogen compound biosynthetic process (GO:0044271)","2/31",0.0578906392753924,0.376132176689415,0,0,5.43972413793103,15.4988597183338,"GCH1;ACER3"
"MyD88-independent toll-like receptor signaling pathway (GO:0002756)","2/31",0.0578906392753924,0.376132176689415,0,0,5.43972413793103,15.4988597183338,"UBE2D2;RIPK1"
"positive regulation of Rho protein signal transduction (GO:0035025)","2/31",0.0578906392753924,0.376132176689415,0,0,5.43972413793103,15.4988597183338,"GPR65;ROBO1"
"positive regulation of RNA splicing (GO:0033120)","2/31",0.0578906392753924,0.376132176689415,0,0,5.43972413793103,15.4988597183338,"THRAP3;NUP98"
"DNA-templated transcription, termination (GO:0006353)","3/70",0.05846327883407,0.376132176689415,0,0,3.53911167056285,10.048799492727,"TAF1D;POLR1A;WDR33"
"cytosolic transport (GO:0016482)","4/116",0.0591973641850143,0.376132176689415,0,0,2.82776497695853,7.99374734336708,"VPS53;GBF1;RAB6A;RAB7A"
"regulation of hematopoietic stem cell differentiation (GO:1902036)","3/71",0.0604967704718597,0.376132176689415,0,0,3.48688873139617,9.78129926032795,"LMO2;PUS7;RUNX1"
"Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)","3/71",0.0604967704718597,0.376132176689415,0,0,3.48688873139617,9.78129926032795,"FCGR3A;ARPC2;GRB2"
"protein modification by small protein removal (GO:0070646)","7/276",0.0610398036780299,0.376132176689415,0,0,2.06893255443441,5.78520943180868,"BABAM2;USP8;USP31;USP9Y;RIPK1;MDM4;TGFBR1"
"regulation of cell morphogenesis (GO:0022604)","2/32",0.0612509032359193,0.376132176689415,0,0,5.25813333333333,14.6847921692131,"FMNL2;LARP4"
"intra-Golgi vesicle-mediated transport (GO:0006891)","2/32",0.0612509032359193,0.376132176689415,0,0,5.25813333333333,14.6847921692131,"TRAPPC10;RAB6A"
"transcription initiation from RNA polymerase I promoter (GO:0006361)","2/32",0.0612509032359193,0.376132176689415,0,0,5.25813333333333,14.6847921692131,"TAF1D;POLR1A"
"mitochondrial membrane organization (GO:0007006)","2/32",0.0612509032359193,0.376132176689415,0,0,5.25813333333333,14.6847921692131,"OPA1;BCL2"
"protein K63-linked deubiquitination (GO:0070536)","2/32",0.0612509032359193,0.376132176689415,0,0,5.25813333333333,14.6847921692131,"BABAM2;USP8"
"R-loop disassembly (GO:0062176)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"DDX21"
"reelin-mediated signaling pathway (GO:0038026)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PAFAH1B1"
"axon choice point recognition (GO:0016198)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"ROBO1"
"caveola assembly (GO:0070836)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PACSIN2"
"caveolin-mediated endocytosis (GO:0072584)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PACSIN2"
"cellular response to vitamin D (GO:0071305)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PIM1"
"coronary artery morphogenesis (GO:0060982)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"TGFBR1"
"regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070424)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"XIAP"
"dopamine biosynthetic process (GO:0042416)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"GCH1"
"enamel mineralization (GO:0070166)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"STIM1"
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"UTP20"
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000472)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"UTP20"
"regulation of retinal ganglion cell axon guidance (GO:0090259)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PTPRO"
"establishment of monopolar cell polarity (GO:0061162)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"GBF1"
"response to denervation involved in regulation of muscle adaptation (GO:0014894)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"HDAC4"
"response to mitochondrial depolarisation (GO:0098780)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"AMBRA1"
"histone H4-K20 methylation (GO:0034770)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"BEND3"
"histone H4-K20 trimethylation (GO:0034773)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"BEND3"
"ribosome localization (GO:0033750)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"LSG1"
"Roundabout signaling pathway (GO:0035385)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"ROBO1"
"rRNA 5'-end processing (GO:0000967)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"UTP20"
"serotonin transport (GO:0006837)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SLC22A1"
"serotonin uptake (GO:0051610)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SLC22A1"
"L-arginine import across plasma membrane (GO:0097638)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SLC7A1"
"sulfide oxidation (GO:0019418)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SQOR"
"sulfide oxidation, using sulfide:quinone oxidoreductase (GO:0070221)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SQOR"
"toll-like receptor 2 signaling pathway (GO:0034134)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PIK3AP1"
"transcription initiation from RNA polymerase III promoter (GO:0006384)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"BDP1"
"mitochondrial tRNA methylation (GO:0070901)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PRORP"
"negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"RUNX1"
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PLAUR"
"peripheral nervous system neuron differentiation (GO:0048934)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"RUNX1"
"PML body organization (GO:0030578)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"HIPK2"
"positive regulation of 3'-UTR-mediated mRNA stabilization (GO:1905870)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"LARP4B"
"positive regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043378)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"RUNX1"
"positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"PIM1"
"positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"TGFBR1"
"positive regulation of necrotic cell death (GO:0010940)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"RIPK1"
"positive regulation of neurotransmitter transport (GO:0051590)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"DTNBP1"
"positive regulation of non-motile cilium assembly (GO:1902857)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"SEPTIN9"
"positive regulation of store-operated calcium channel activity (GO:1901341)","1/5",0.0614380093680587,0.376132176689415,0,0,19.6653386454183,54.8609181259061,"STIM1"
"cellular protein-containing complex assembly (GO:0034622)","5/168",0.0618038650334229,0.376132176689415,0,0,2.43225453913216,6.77088434449961,"PXN;NCK2;NUP153;NUP98;EIF4B"
"extrinsic apoptotic signaling pathway (GO:0097191)","3/72",0.0625630604071802,0.376132176689415,0,0,3.43617950061114,9.52364728879357,"BCL2A1;BCL2;RIPK1"
"Fc-gamma receptor signaling pathway (GO:0038094)","3/72",0.0625630604071802,0.376132176689415,0,0,3.43617950061114,9.52364728879357,"FCGR3A;ARPC2;GRB2"
"response to ionizing radiation (GO:0010212)","3/72",0.0625630604071802,0.376132176689415,0,0,3.43617950061114,9.52364728879357,"BABAM2;EYA3;GRB2"
"regulation of Rho protein signal transduction (GO:0035023)","3/73",0.0646618314103355,0.376132176689415,0,0,3.38691910499139,9.27536309134273,"GPR65;ABL2;ROBO1"
"ubiquitin-dependent ERAD pathway (GO:0030433)","3/73",0.0646618314103355,0.376132176689415,0,0,3.38691910499139,9.27536309134273,"FAF2;RNF185;ECPAS"
"regulation of protein localization to cell surface (GO:2000008)","2/33",0.0646761353761297,0.376132176689415,0,0,5.08825806451613,13.9334975977841,"GBF1;COMMD1"
"RNA stabilization (GO:0043489)","2/33",0.0646761353761297,0.376132176689415,0,0,5.08825806451613,13.9334975977841,"LARP1;THRAP3"
"mitotic G2 DNA damage checkpoint signaling (GO:0007095)","2/33",0.0646761353761297,0.376132176689415,0,0,5.08825806451613,13.9334975977841,"BABAM2;TAOK3"
"negative regulation of JNK cascade (GO:0046329)","2/33",0.0646761353761297,0.376132176689415,0,0,5.08825806451613,13.9334975977841,"NCOR1;TAOK3"
"regulation of stress fiber assembly (GO:0051492)","3/74",0.0667927586640945,0.376132176689415,0,0,3.33904632614967,9.03599563460314,"GPR65;PXN;TGFBR1"
"Fc receptor mediated stimulatory signaling pathway (GO:0002431)","3/74",0.0667927586640945,0.376132176689415,0,0,3.33904632614967,9.03599563460314,"FCGR3A;ARPC2;GRB2"
"regulation of transmembrane transport (GO:0034762)","2/34",0.0681641799490203,0.376132176689415,0,0,4.929,13.2384860028227,"PIM1;BCL2"
"transcription by RNA polymerase I (GO:0006360)","2/34",0.0681641799490203,0.376132176689415,0,0,4.929,13.2384860028227,"TAF1D;POLR1A"
"tRNA methylation (GO:0030488)","2/34",0.0681641799490203,0.376132176689415,0,0,4.929,13.2384860028227,"METTL2B;PRORP"
"positive regulation of DNA binding (GO:0043388)","2/34",0.0681641799490203,0.376132176689415,0,0,4.929,13.2384860028227,"SKI;PLAUR"
"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)","2/34",0.0681641799490203,0.376132176689415,0,0,4.929,13.2384860028227,"BCL2;YWHAG"
"regulation of hematopoietic progenitor cell differentiation (GO:1901532)","3/75",0.0689555102084882,0.376132176689415,0,0,3.29250334672021,8.80512116127331,"LMO2;PUS7;RUNX1"
"fibroblast growth factor receptor signaling pathway (GO:0008543)","3/75",0.0689555102084882,0.376132176689415,0,0,3.29250334672021,8.80512116127331,"HNRNPM;HNRNPH1;GRB2"
"response to amino acid starvation (GO:1990928)","3/75",0.0689555102084882,0.376132176689415,0,0,3.29250334672021,8.80512116127331,"RPTOR;LARP1;EIF2S1"
"positive regulation of lymphocyte proliferation (GO:0050671)","3/75",0.0689555102084882,0.376132176689415,0,0,3.29250334672021,8.80512116127331,"NCK2;BCL2;SLC7A1"
"cation transport (GO:0006812)","5/174",0.0695948039456154,0.376132176689415,0,0,2.34518362360156,6.25006766244857,"SLC7A6;SLC22A1;SLC3A2;KCNN4;SLC7A1"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","9/404",0.0708513488680688,0.376132176689415,0,0,1.81462728551336,4.8036292244306,"HNRNPM;ARPC2;HNRNPH1;PXN;NCK2;NEDD9;GRB2;LCP2;AP2B1"
"regulation of BMP signaling pathway (GO:0030510)","3/76",0.0711497472524605,0.376132176689415,0,0,3.24723551741211,8.5823412065923,"SKI;XIAP;HIPK2"
"establishment of protein localization to organelle (GO:0072594)","3/76",0.0711497472524605,0.376132176689415,0,0,3.24723551741211,8.5823412065923,"HEATR3;NUP153;KPNB1"
"regulation of T cell proliferation (GO:0042129)","3/76",0.0711497472524605,0.376132176689415,0,0,3.24723551741211,8.5823412065923,"NCK2;VSIG4;SLC7A1"
"positive regulation of growth (GO:0045927)","3/76",0.0711497472524605,0.376132176689415,0,0,3.24723551741211,8.5823412065923,"RPTOR;BCL2;TGFBR1"
"positive regulation of transcription, DNA-templated (GO:0045893)","21/1183",0.0715762707220987,0.376132176689415,0,0,1.45407604443749,3.83438642318618,"UTP15;HDAC4;CCNT1;HEATR1;LMO2;MED4;ARID1A;TGFBR1;RUNX1;HIPK2;RPTOR;SKI;SFPQ;TFCP2;THRAP3;MTF1;NSD1;NCK2;RIPK1;TP53BP1;CREB5"
"cellular response to virus (GO:0098586)","2/35",0.0717129248392708,0.376132176689415,0,0,4.77939393939394,12.5941058609028,"ARF1;GBF1"
"maturation of SSU-rRNA (GO:0030490)","2/35",0.0717129248392708,0.376132176689415,0,0,4.77939393939394,12.5941058609028,"UTP4;HEATR1"
"negative regulation of Ras protein signal transduction (GO:0046580)","2/35",0.0717129248392708,0.376132176689415,0,0,4.77939393939394,12.5941058609028,"MAPKAP1;ABL2"
"adherens junction maintenance (GO:0034334)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"KIFC3"
"regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"LARP4B"
"aromatic amino acid transport (GO:0015801)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC3A2"
"attachment of GPI anchor to protein (GO:0016255)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"PIGK"
"regulation of DNA-dependent DNA replication initiation (GO:0030174)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"WRNIP1"
