"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"protein localization to membrane (GO:0072657)","2/195",0.341214549314941,0.449602916100291,0,0,1.67187632718933,1.79767469307979,"TTC7A;PRAM1"
"cytokine-mediated signaling pathway (GO:0019221)","5/621",0.341331193447568,0.449602916100291,0,0,1.31370730110226,1.41210664644514,"HLA-DRB5;HNRNPDL;ANXA2;IL18;TRIM38"
"regulation of myeloid cell differentiation (GO:0045637)","1/68",0.345329837570503,0.453041815209968,0,0,2.40371314160903,2.55576065996944,"AGO4"
"regulation of translational initiation (GO:0006446)","1/68",0.345329837570503,0.453041815209968,0,0,2.40371314160903,2.55576065996944,"AGO2"
"regulation of tyrosine phosphorylation of STAT protein (GO:0042509)","1/68",0.345329837570503,0.453041815209968,0,0,2.40371314160903,2.55576065996944,"IL18"
"intracellular protein transport (GO:0006886)","3/336",0.346070348758736,0.453041815209968,0,0,1.45506663688482,1.54399042179561,"GGA2;RAB1A;STX6"
"positive regulation of cellular process (GO:0048522)","5/625",0.346253387339047,0.453041815209968,0,0,1.304960693955,1.38402100499305,"SDCBP;ZFP36;SLC11A1;MDM2;ZFP36L1"
"positive regulation of protein transport (GO:0051222)","1/69",0.349402633273551,0.456552774144106,0,0,2.36824485891918,2.49028133295655,"PLK3"
"negative regulation of viral process (GO:0048525)","1/70",0.353450294506656,0.458538633134825,0,0,2.33380464239425,2.42718579791334,"ZFP36"
"COPII-coated vesicle budding (GO:0090114)","1/70",0.353450294506656,0.458538633134825,0,0,2.33380464239425,2.42718579791334,"RAB1A"
"snRNA transcription by RNA polymerase II (GO:0042795)","1/70",0.353450294506656,0.458538633134825,0,0,2.33380464239425,2.42718579791334,"ELL2"
"wound healing (GO:0042060)","1/70",0.353450294506656,0.458538633134825,0,0,2.33380464239425,2.42718579791334,"SLC11A1"
"modification-dependent protein catabolic process (GO:0019941)","2/201",0.354710382856412,0.458538633134825,0,0,1.62097372106434,1.68006412231264,"MDM2;TRPC4AP"
"ncRNA processing (GO:0034470)","2/201",0.354710382856412,0.458538633134825,0,0,1.62097372106434,1.68006412231264,"AGO4;AGO2"
"regulation of G1/S transition of mitotic cell cycle (GO:2000045)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"ID2"
"regulation of glycolytic process (GO:0006110)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"PSEN1"
"cholesterol homeostasis (GO:0042632)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"IL18"
"phosphatidylinositol-mediated signaling (GO:0048015)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"ZFP36L1"
"fatty acid biosynthetic process (GO:0006633)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"FADS1"
"positive regulation of cellular protein localization (GO:1903829)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"TFRC"
"response to metal ion (GO:0010038)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"CALM2"
"snRNA transcription (GO:0009301)","1/71",0.357472975219395,0.458538633134825,0,0,2.30034843205575,2.36635811153637,"ELL2"
"cell junction organization (GO:0034330)","1/72",0.361470828307882,0.462456151098857,0,0,2.26783465017749,2.30768943318122,"PSEN1"
"sterol homeostasis (GO:0055092)","1/72",0.361470828307882,0.462456151098857,0,0,2.26783465017749,2.30768943318122,"IL18"
"defense response to Gram-negative bacterium (GO:0050829)","1/73",0.36544400573697,0.465110552756144,0,0,2.23622402890696,2.25107749987036,"SLC11A1"
"response to molecule of bacterial origin (GO:0002237)","1/73",0.36544400573697,0.465110552756144,0,0,2.23622402890696,2.25107749987036,"SLC11A1"
"positive regulation of JNK cascade (GO:0046330)","1/73",0.36544400573697,0.465110552756144,0,0,2.23622402890696,2.25107749987036,"SDCBP"
"insulin receptor signaling pathway (GO:0008286)","1/73",0.36544400573697,0.465110552756144,0,0,2.23622402890696,2.25107749987036,"ATP6V0E1"
"cellular response to amino acid starvation (GO:0034198)","1/74",0.369392658604336,0.468773840778516,0,0,2.20547945205479,2.19642614692616,"ATP6V0E1"
"NIK/NF-kappaB signaling (GO:0038061)","1/74",0.369392658604336,0.468773840778516,0,0,2.20547945205479,2.19642614692616,"RELB"
"cellular response to DNA damage stimulus (GO:0006974)","3/350",0.369757325430401,0.468773840778516,0,0,1.39536046871651,1.38825580354971,"PLK3;PARP4;PSEN1"
"fibroblast growth factor receptor signaling pathway (GO:0008543)","1/75",0.373316937071676,0.470850190901213,0,0,2.17556580971215,2.14364487015385,"RBFOX2"
"response to amino acid starvation (GO:1990928)","1/75",0.373316937071676,0.470850190901213,0,0,2.17556580971215,2.14364487015385,"ATP6V0E1"
"integrin-mediated signaling pathway (GO:0007229)","1/75",0.373316937071676,0.470850190901213,0,0,2.17556580971215,2.14364487015385,"PRAM1"
"positive regulation of T cell activation (GO:0050870)","1/75",0.373316937071676,0.470850190901213,0,0,2.17556580971215,2.14364487015385,"TFRC"
"actomyosin structure organization (GO:0031032)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"PHACTR1"
"regulation of epithelial to mesenchymal transition (GO:0010717)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"SDCBP"
"phospholipid metabolic process (GO:0006644)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"FADS1"
"regulation of T cell proliferation (GO:0042129)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"TFRC"
"positive regulation of growth (GO:0045927)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"SDCBP"
"positive regulation of interleukin-6 production (GO:0032755)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"MBP"
"protein import into nucleus (GO:0006606)","1/76",0.377216990359951,0.471521237949939,0,0,2.14644986449865,2.09264842437032,"RGPD4"
"phosphate-containing compound metabolic process (GO:0006796)","2/212",0.379194829455163,0.472748237402089,0,0,1.5352068696331,1.48869799873671,"GPI;HK3"
"negative regulation of developmental process (GO:0051093)","1/77",0.381092966885357,0.472748237402089,0,0,2.1181001283697,2.04335645440063,"TFRC"
"cholesterol metabolic process (GO:0008203)","1/77",0.381092966885357,0.472748237402089,0,0,2.1181001283697,2.04335645440063,"DHCR7"
"phosphatidylcholine metabolic process (GO:0046470)","1/77",0.381092966885357,0.472748237402089,0,0,2.1181001283697,2.04335645440063,"PLA2G12A"
"positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","1/77",0.381092966885357,0.472748237402089,0,0,2.1181001283697,2.04335645440063,"IL18"
"positive regulation of tumor necrosis factor production (GO:0032760)","1/77",0.381092966885357,0.472748237402089,0,0,2.1181001283697,2.04335645440063,"PSEN1"
"positive regulation of protein modification process (GO:0031401)","2/214",0.383606571456968,0.474664697004834,0,0,1.52056913083823,1.45691476953266,"TFRC;CALM2"
"translation (GO:0006412)","2/214",0.383606571456968,0.474664697004834,0,0,1.52056913083823,1.45691476953266,"AGO2;ABCF1"
"protein modification process (GO:0036211)","1/78",0.384945013941084,0.475720193773345,0,0,2.09048674902333,1.9956931587571,"PARP4"
"negative regulation of NF-kappaB transcription factor activity (GO:0032088)","1/79",0.388773278150153,0.478640468074309,0,0,2.06358140504482,1.94958697628463,"ANXA4"
"regulation of neuron differentiation (GO:0045664)","1/79",0.388773278150153,0.478640468074309,0,0,2.06358140504482,1.94958697628463,"ID2"
"positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","1/79",0.388773278150153,0.478640468074309,0,0,2.06358140504482,1.94958697628463,"MDM2"
"response to interferon-gamma (GO:0034341)","1/80",0.392577905182497,0.482113216890786,0,0,2.03735720901513,1.90497030174551,"SLC11A1"
"lipid biosynthetic process (GO:0008610)","1/80",0.392577905182497,0.482113216890786,0,0,2.03735720901513,1.90497030174551,"FADS1"
"cellular response to lipid (GO:0071396)","2/219",0.394577308167708,0.483962155199441,0,0,1.4851552466571,1.3811055566484,"ZFP36;SPP1"
"positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)","1/81",0.396359039798193,0.485539823752786,0,0,2.01178861788618,1.86177922206948,"PSEN1"
"positive regulation of protein ubiquitination (GO:0031398)","1/82",0.40011682583367,0.489531197649184,0,0,1.98685134999498,1.81995327342312,"FANCM"
"peptide metabolic process (GO:0006518)","1/83",0.403851406365381,0.492869711379917,0,0,1.96252230814991,1.7794352160917,"PSEN1"
"long-chain fatty acid metabolic process (GO:0001676)","1/83",0.403851406365381,0.492869711379917,0,0,1.96252230814991,1.7794352160917,"FADS1"
"positive regulation of protein phosphorylation (GO:0001934)","3/371",0.404989228673882,0.493603613879815,0,0,1.31431908012936,1.18800619271074,"SDCBP;TFRC;CALM2"
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","2/224",0.405460111401277,0.493603613879815,0,0,1.45133658248412,1.31016910664501,"TFRC;TRIM38"
"response to insulin (GO:0032868)","1/84",0.407562923466392,0.493710339922206,0,0,1.93877950827701,1.74017082844261,"ZFP36L1"
"spindle assembly (GO:0051225)","1/84",0.407562923466392,0.493710339922206,0,0,1.93877950827701,1.74017082844261,"TUBGCP2"
"lymphocyte differentiation (GO:0030098)","1/84",0.407562923466392,0.493710339922206,0,0,1.93877950827701,1.74017082844261,"RELB"
"vascular transport (GO:0010232)","1/84",0.407562923466392,0.493710339922206,0,0,1.93877950827701,1.74017082844261,"TFRC"
"G1/S transition of mitotic cell cycle (GO:0000082)","1/85",0.411251518449465,0.496338039507975,0,0,1.91560201316299,1.70210871403576,"PLK3"
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)","1/85",0.411251518449465,0.496338039507975,0,0,1.91560201316299,1.70210871403576,"RAB1A"
"positive regulation of protein catabolic process (GO:0045732)","1/85",0.411251518449465,0.496338039507975,0,0,1.91560201316299,1.70210871403576,"PLK3"
"glucose homeostasis (GO:0042593)","1/86",0.414917331782972,0.498307579837393,0,0,1.89296987087518,1.66520012460197,"HK3"
"positive regulation of endothelial cell migration (GO:0010595)","1/86",0.414917331782972,0.498307579837393,0,0,1.89296987087518,1.66520012460197,"GPI"
"positive regulation of proteasomal protein catabolic process (GO:1901800)","1/86",0.414917331782972,0.498307579837393,0,0,1.89296987087518,1.66520012460197,"MDM2"
"transport across blood-brain barrier (GO:0150104)","1/86",0.414917331782972,0.498307579837393,0,0,1.89296987087518,1.66520012460197,"TFRC"
"regulation of transcription, DNA-templated (GO:0006355)","15/2244",0.41955761971601,0.503209105700436,0,0,1.08949584501216,0.946286419980699,"KDM5B;RBFOX2;ANXA4;PRDM5;ENO1;PSEN1;ETV5;RELB;CTDSP1;ID2;SCMH1;MDM2;SPP1;ZNF721;FADS1"
"apoptotic process (GO:0006915)","2/231",0.420539038335365,0.503209105700436,0,0,1.40647147254635,1.21831085816092,"PLK3;MDM2"
"regulation of autophagy (GO:0010506)","2/231",0.420539038335365,0.503209105700436,0,0,1.40647147254635,1.21831085816092,"ATP6V0E1;TRIM38"
"retrograde transport, endosome to Golgi (GO:0042147)","1/88",0.422181170713724,0.503943419365956,0,0,1.84926642369872,1.59466079572643,"STX6"
"positive regulation of neuron projection development (GO:0010976)","1/88",0.422181170713724,0.503943419365956,0,0,1.84926642369872,1.59466079572643,"ZNF804A"
"regulation of cation channel activity (GO:2001257)","1/89",0.425779472975895,0.506388208150943,0,0,1.82815964523282,1.5609443795651,"CALM2"
"regulation of endothelial cell migration (GO:0010594)","1/89",0.425779472975895,0.506388208150943,0,0,1.82815964523282,1.5609443795651,"GPI"
"positive regulation of inflammatory response (GO:0050729)","1/89",0.425779472975895,0.506388208150943,0,0,1.82815964523282,1.5609443795651,"IL18"
"cellular amino acid catabolic process (GO:0009063)","1/90",0.42935554676987,0.507561442502379,0,0,1.80752717639536,1.52820986256347,"GLDC"
"negative regulation of translation (GO:0017148)","1/90",0.42935554676987,0.507561442502379,0,0,1.80752717639536,1.52820986256347,"AGO2"
"regulation of mRNA splicing, via spliceosome (GO:0048024)","1/90",0.42935554676987,0.507561442502379,0,0,1.80752717639536,1.52820986256347,"RBFOX2"
"positive regulation of binding (GO:0051099)","1/90",0.42935554676987,0.507561442502379,0,0,1.80752717639536,1.52820986256347,"PSEN1"
"protein complex oligomerization (GO:0051259)","1/90",0.42935554676987,0.507561442502379,0,0,1.80752717639536,1.52820986256347,"LETM1"
"toll-like receptor signaling pathway (GO:0002224)","1/91",0.432909528269308,0.510531092303155,0,0,1.7873532068654,1.49641949547909,"CTSB"
"positive regulation of supramolecular fiber organization (GO:1902905)","1/91",0.432909528269308,0.510531092303155,0,0,1.7873532068654,1.49641949547909,"PSEN1"
"negative regulation of mitotic cell cycle phase transition (GO:1901991)","1/92",0.43644155280964,0.513460650364283,0,0,1.76762262128116,1.46553735114779,"ZFP36L1"
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)","1/92",0.43644155280964,0.513460650364283,0,0,1.76762262128116,1.46553735114779,"SDCBP"
"regulation of heart contraction (GO:0008016)","1/93",0.439951755036705,0.51635056279757,0,0,1.74832096147048,1.43552921792787,"CALM2"
"positive regulation of peptidyl-serine phosphorylation (GO:0033138)","1/93",0.439951755036705,0.51635056279757,0,0,1.74832096147048,1.43552921792787,"TFRC"
"positive regulation of epithelial cell migration (GO:0010634)","1/94",0.443440268709876,0.519666972662939,0,0,1.7294343911181,1.40636250176118,"GPI"
"membrane organization (GO:0061024)","2/242",0.443838016447837,0.519666972662939,0,0,1.34125683060109,1.08949703663514,"CHRM2;TFRC"
"positive regulation of transcription, DNA-templated (GO:0045893)","8/1183",0.45262897578375,0.528777007211329,0,0,1.09763756419663,0.870078118226119,"SLC11A1;ID2;AGO2;IL18;SPP1;PADI2;PSEN1;ETV5"
"protein maturation (GO:0051604)","1/97",0.453777003127273,0.528777007211329,0,0,1.67513550135501,1.32360728476262,"PSEN1"
"double-strand break repair via homologous recombination (GO:0000724)","1/97",0.453777003127273,0.528777007211329,0,0,1.67513550135501,1.32360728476262,"FANCM"
"positive regulation of cold-induced thermogenesis (GO:0120162)","1/97",0.453777003127273,0.528777007211329,0,0,1.67513550135501,1.32360728476262,"IL18"
"antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","1/98",0.45718008356207,0.530848912192925,0,0,1.65778224792557,1.2975095446653,"HLA-DRB5"
"regulation of peptidyl-serine phosphorylation (GO:0033135)","1/98",0.45718008356207,0.530848912192925,0,0,1.65778224792557,1.2975095446653,"TFRC"
"positive regulation of defense response (GO:0031349)","1/98",0.45718008356207,0.530848912192925,0,0,1.65778224792557,1.2975095446653,"IL18"
"positive regulation of stress-activated MAPK cascade (GO:0032874)","1/99",0.460562131916473,0.53414306423449,0,0,1.6407831425253,1.27211149212263,"SDCBP"
"antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","1/100",0.463923277206856,0.536137749602263,0,0,1.62412745339575,1.2473885010387,"HLA-DRB5"
"regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)","1/100",0.463923277206856,0.536137749602263,0,0,1.62412745339575,1.2473885010387,"SDCBP"
"positive regulation of translation (GO:0045727)","1/100",0.463923277206856,0.536137749602263,0,0,1.62412745339575,1.2473885010387,"AGO2"
"regulation of cell migration (GO:0030334)","3/408",0.465554406898961,0.537389068034137,0,0,1.19198041016223,0.911300385392129,"SDCBP;SST;PHACTR1"
"protein modification by small protein conjugation (GO:0032446)","3/409",0.467156573020955,0.538094447246765,0,0,1.18898343036274,0.904924354208688,"MDM2;TRIM38;TRPC4AP"
"cellular response to chemical stress (GO:0062197)","1/101",0.467263647558161,0.538094447246765,0,0,1.60780487804878,1.22331703189905,"ETV5"
"regulation of protein catabolic process (GO:0042176)","1/102",0.470583370398377,0.540013703735842,0,0,1.59180552201562,1.19987457337924,"MDM2"
"positive regulation of cell growth (GO:0030307)","1/102",0.470583370398377,0.540013703735842,0,0,1.59180552201562,1.19987457337924,"SDCBP"
"positive regulation of vasculature development (GO:1904018)","1/102",0.470583370398377,0.540013703735842,0,0,1.59180552201562,1.19987457337924,"AGO2"
"antigen processing and presentation of exogenous peptide antigen (GO:0002478)","1/103",0.473882572187622,0.54316364999283,0,0,1.57611987884585,1.17703958915417,"HLA-DRB5"
"cellular metal ion homeostasis (GO:0006875)","1/104",0.477161378895785,0.545645450779311,0,0,1.56073881127161,1.15479146549664,"LETM1"
"steroid metabolic process (GO:0008202)","1/104",0.477161378895785,0.545645450779311,0,0,1.56073881127161,1.15479146549664,"LIPA"
"regulation of JNK cascade (GO:0046328)","1/105",0.480419915513659,0.547959699699277,0,0,1.54565353345841,1.13311046523868,"SDCBP"
"protein processing (GO:0016485)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"PSEN1"
"cellular response to peptide hormone stimulus (GO:0071375)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"ZFP36L1"
"chromosome organization (GO:0051276)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"PADI2"
"regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"IL18"
"small GTPase mediated signal transduction (GO:0007264)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"SETDB1"
"positive regulation of protein serine/threonine kinase activity (GO:0071902)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"CALM2"
"protein localization to nucleus (GO:0034504)","1/106",0.483658306367219,0.547959699699277,0,0,1.53085559427023,1.11197768191089,"MDM2"
"response to calcium ion (GO:0051592)","1/107",0.486876675015525,0.550968985583389,0,0,1.51633686148182,1.09137499795951,"CALM2"
"organelle assembly (GO:0070925)","3/425",0.492498413601323,0.556687941556282,0,0,1.14296345619051,0.809519914470084,"RAB1A;TUBGCP2;WDR45B"
"regulation of interleukin-6 production (GO:0032675)","1/110",0.496412871569874,0.560238095862288,0,0,1.47437905571716,1.03257738517657,"MBP"
"central nervous system development (GO:0007417)","2/268",0.496782556432988,0.560238095862288,0,0,1.20855417231604,0.845507956419323,"TUBGCP2;MBP"
"positive regulation of cell migration (GO:0030335)","2/269",0.498755314145454,0.560780440179378,0,0,1.20396635353349,0.83752673989516,"SDCBP;AGO2"
"cellular divalent inorganic cation homeostasis (GO:0072503)","1/111",0.499552371710813,0.560780440179378,0,0,1.46090169992609,1.01392836203079,"SLC11A1"
"regulation of protein serine/threonine kinase activity (GO:0071900)","1/111",0.499552371710813,0.560780440179378,0,0,1.46090169992609,1.01392836203079,"CALM2"
"regulation of Wnt signaling pathway (GO:0030111)","1/111",0.499552371710813,0.560780440179378,0,0,1.46090169992609,1.01392836203079,"PSEN1"
"regulation of macroautophagy (GO:0016241)","1/112",0.502672456202927,0.562993150947278,0,0,1.4476671793745,0.99572937465894,"ATP6V0E1"
"phosphatidylinositol metabolic process (GO:0046488)","1/112",0.502672456202927,0.562993150947278,0,0,1.4476671793745,0.99572937465894,"PLA2G12A"
"positive regulation of metabolic process (GO:0009893)","1/113",0.505773243995663,0.565819382552226,0,0,1.43466898954704,0.977966283053622,"IL18"
"cellular response to transforming growth factor beta stimulus (GO:0071560)","1/114",0.508854853632459,0.567970109977005,0,0,1.4219008561767,0.960625501502329,"ZFP36L1"
"positive regulation of cellular component organization (GO:0051130)","1/114",0.508854853632459,0.567970109977005,0,0,1.4219008561767,0.960625501502329,"TFRC"
"cellular response to lectin (GO:1990858)","1/115",0.511917402696989,0.569442740798013,0,0,1.4093567251462,0.943693973948392,"RELB"
"cellular response to molecule of bacterial origin (GO:0071219)","1/115",0.511917402696989,0.569442740798013,0,0,1.4093567251462,0.943693973948392,"ZFP36"
"stimulatory C-type lectin receptor signaling pathway (GO:0002223)","1/115",0.511917402696989,0.569442740798013,0,0,1.4093567251462,0.943693973948392,"RELB"
"cytosolic transport (GO:0016482)","1/116",0.514961008162413,0.570884375564666,0,0,1.39703075291622,0.9271591482128,"STX6"
"regulation of protein-containing complex assembly (GO:0043254)","1/116",0.514961008162413,0.570884375564666,0,0,1.39703075291622,0.9271591482128,"TFRC"
"positive regulation of angiogenesis (GO:0045766)","1/116",0.514961008162413,0.570884375564666,0,0,1.39703075291622,0.9271591482128,"AGO2"
"plasma membrane bounded cell projection assembly (GO:0120031)","2/278",0.516288626049152,0.57170943901488,0,0,1.16417201235448,0.769621680601306,"SDCBP;RAB1A"
"positive regulation of cell projection organization (GO:0031346)","1/117",0.517985786250641,0.57294138885511,0,0,1.38491729744884,0.91100895296954,"ZNF804A"
"regulation of protein binding (GO:0043393)","1/118",0.520991852397878,0.574968485754415,0,0,1.37301090959628,0.895231775679436,"PSEN1"
"positive regulation of protein-containing complex assembly (GO:0031334)","1/118",0.520991852397878,0.574968485754415,0,0,1.37301090959628,0.895231775679436,"TFRC"
"innate immune response activating cell surface receptor signaling pathway (GO:0002220)","1/119",0.523979321568916,0.577615000154711,0,0,1.36130632492766,0.879816440804137,"RELB"
"nervous system development (GO:0007399)","3/447",0.526362372464282,0.579583997353634,0,0,1.08510163055618,0.696380662884162,"CHRM2;RBFOX2;MBP"
"cytoskeleton organization (GO:0007010)","1/120",0.526948307798049,0.579583997353634,0,0,1.34979845596775,0.864752191190716,"PCLO"
"protein homooligomerization (GO:0051260)","1/121",0.529898924535713,0.58217594848094,0,0,1.33848238482385,0.850028668371208,"LETM1"
"cellular response to organic substance (GO:0071310)","1/123",0.535745499757768,0.58794019010371,0,0,1.31640677062508,0.821564258573725,"IL18"
"cellular response to oxidative stress (GO:0034599)","1/125",0.541519940989075,0.593429121066871,0,0,1.29504327301338,0.794347669743491,"ETV5"
"negative regulation of cell growth (GO:0030308)","1/126",0.544380387590936,0.593429121066871,0,0,1.28461788617886,0.781185173341395,"ENO1"
"negative regulation of growth (GO:0045926)","1/126",0.544380387590936,0.593429121066871,0,0,1.28461788617886,0.781185173341395,"ENO1"
"circulatory system development (GO:0072359)","1/126",0.544380387590936,0.593429121066871,0,0,1.28461788617886,0.781185173341395,"ID2"
"phosphatidylinositol biosynthetic process (GO:0006661)","1/126",0.544380387590936,0.593429121066871,0,0,1.28461788617886,0.781185173341395,"TTC7A"
"synapse organization (GO:0050808)","1/126",0.544380387590936,0.593429121066871,0,0,1.28461788617886,0.781185173341395,"PSEN1"
"positive regulation of macromolecule biosynthetic process (GO:0010557)","1/129",0.552855941759294,0.601998692137898,0,0,1.25431910569106,0.743382019920137,"SLC25A37"
"DNA repair (GO:0006281)","2/298",0.553787653582745,0.60234395173262,0,0,1.08440407620735,0.640854573860786,"PARP4;FANCM"
"G2/M transition of mitotic cell cycle (GO:0000086)","1/130",0.5556462246529,0.603695454722663,0,0,1.24453267788492,0.731316615490221,"PLK3"
"cell cycle G2/M phase transition (GO:0044839)","1/131",0.558419234987387,0.606036379056079,0,0,1.23489681050657,0.719506799801545,"PLK3"
"regulation of cell adhesion (GO:0030155)","1/133",0.563913861672607,0.6106470546289,0,0,1.21606306972161,0.696626310009194,"IL18"
"regulation of cell motility (GO:2000145)","1/133",0.563913861672607,0.6106470546289,0,0,1.21606306972161,0.696626310009194,"SST"
"positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","1/134",0.566635688254739,0.612917190385921,0,0,1.20685860993948,0.685542404184297,"IL18"
"cellular response to cytokine stimulus (GO:0071345)","3/482",0.577600959688074,0.624089239795273,0,0,1.00400282958643,0.551069071095507,"ZFP36;IL18;ZFP36L1"
"regulation of cellular component organization (GO:0051128)","1/139",0.579994099124176,0.624609029826036,0,0,1.16283728054672,0.633440898008596,"TFRC"
"positive regulation of response to external stimulus (GO:0032103)","1/139",0.579994099124176,0.624609029826036,0,0,1.16283728054672,0.633440898008596,"IL18"
"protein dephosphorylation (GO:0006470)","1/139",0.579994099124176,0.624609029826036,0,0,1.16283728054672,0.633440898008596,"CTDSP1"
"protein polyubiquitination (GO:0000209)","2/314",0.582294775323404,0.625711491027341,0,0,1.02795292139554,0.555894810800599,"MDM2;TRIM38"
"cellular macromolecule biosynthetic process (GO:0034645)","2/314",0.582294775323404,0.625711491027341,0,0,1.02795292139554,0.555894810800599,"AGO2;ABCF1"
"Ras protein signal transduction (GO:0007265)","1/142",0.587812237603855,0.630258197868466,0,0,1.13792308135847,0.604632818749067,"SETDB1"
"protein localization to organelle (GO:0033365)","1/142",0.587812237603855,0.630258197868466,0,0,1.13792308135847,0.604632818749067,"MDM2"
"receptor-mediated endocytosis (GO:0006898)","1/143",0.590386068186522,0.631635749806541,0,0,1.12985228443834,0.5954079786975,"TFRC"
"nitrogen compound transport (GO:0071705)","1/143",0.590386068186522,0.631635749806541,0,0,1.12985228443834,0.5954079786975,"SLC11A1"
"positive regulation of hydrolase activity (GO:0051345)","1/149",0.605497654538484,0.647096730041128,0,0,1.08371786420567,0.543706226293815,"CALM2"
"brain development (GO:0007420)","1/150",0.60796191996169,0.648316302026612,0,0,1.07639002564522,0.53565799449055,"TUBGCP2"
"regulation of cytokine production (GO:0001817)","1/150",0.60796191996169,0.648316302026612,0,0,1.07639002564522,0.53565799449055,"SLC11A1"
"actin filament organization (GO:0007015)","1/152",0.612844735270588,0.65210406141713,0,0,1.06202552091746,0.520014064986608,"RFLNA"
"negative regulation of protein phosphorylation (GO:0001933)","1/152",0.612844735270588,0.65210406141713,0,0,1.06202552091746,0.520014064986608,"CALM2"
"dephosphorylation (GO:0016311)","1/153",0.615263472331123,0.653967682087311,0,0,1.05498502353445,0.512411176577244,"CTDSP1"
"positive regulation of nucleic acid-templated transcription (GO:1903508)","3/511",0.61737276047415,0.655498705595523,0,0,0.945272336825665,0.455888105032673,"ID2;SPP1;PSEN1"
"skeletal system development (GO:0001501)","1/158",0.627134143386603,0.665142273288822,0,0,1.02112785459065,0.476452963871349,"RFLNA"
"post-translational protein modification (GO:0043687)","2/345",0.633692308325565,0.671058070884898,0,0,0.933565932227692,0.425885086117541,"RAB1A;SPP1"
"positive regulation of protein kinase B signaling (GO:0051897)","1/161",0.634081401672873,0.671058070884898,0,0,1.00182926829268,0.456411313259521,"IL18"
"protein ubiquitination (GO:0016567)","3/525",0.635658213953985,0.672001132335389,0,0,0.919255248408853,0.416509276102639,"MDM2;TRIM38;TRPC4AP"
"double-strand break repair (GO:0006302)","1/164",0.640900242270176,0.676084216818916,0,0,0.983241059404459,0.437425720455097,"CYREN"
"heart development (GO:0007507)","1/164",0.640900242270176,0.676084216818916,0,0,0.983241059404459,0.437425720455097,"ID2"
"adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)","1/165",0.64314506010816,0.677722751511825,0,0,0.977196113424549,0.43131968821523,"CHRM2"
"ubiquitin-dependent protein catabolic process (GO:0006511)","2/354",0.647668222217846,0.681756023387206,0,0,0.909277198211624,0.394968843745908,"MDM2;TRPC4AP"
"gene expression (GO:0010467)","2/356",0.650716654968864,0.684229959087432,0,0,0.904047420579791,0.388451979240121,"AGO2;ABCF1"
"positive regulation of ERK1 and ERK2 cascade (GO:0070374)","1/172",0.658473769709512,0.691644474078587,0,0,0.936861122997195,0.391449237631514,"P2RY6"
"positive regulation of intracellular signal transduction (GO:1902533)","3/546",0.661945051478432,0.694546199624051,0,0,0.882745080133327,0.364196547868749,"TFRC;IL18;TRIM38"
"neuron differentiation (GO:0030182)","1/174",0.662732164565359,0.694628364998986,0,0,0.925936369190282,0.380915727149827,"ID2"
"glycerophospholipid biosynthetic process (GO:0046474)","1/177",0.669021195107543,0.70047090940747,0,0,0.910014781966001,0.365770920654983,"PLA2G12A"
